payment_id,type_payment,date_payment,order_id
813,PayPal,2022-12-14,146
814,Credit Card,2025-04-22,857
815,Bank Transfer,2024-09-21,892
816,Credit Card,2022-12-21,89
817,Credit Card,2023-11-04,804
818,Credit Card,2023-01-05,127
819,PayPal,2024-10-27,638
820,Credit Card,2025-05-13,493
821,PayPal,2022-09-02,303
822,PayPal,2024-02-15,506
823,PayPal,2023-07-26,718
824,Credit Card,2023-03-22,97
825,PayPal,2023-10-14,649
826,PayPal,2024-05-27,802
827,Bank Transfer,2023-10-10,198
828,PayPal,2023-11-20,425
829,Credit Card,2024-02-04,58
830,Credit Card,2025-05-11,430
831,Credit Card,2023-04-29,366
832,Credit Card,2023-05-30,616
833,Bank Transfer,2025-05-17,157
834,PayPal,2024-12-29,574
835,PayPal,2024-09-22,8
836,Bank Transfer,2024-04-25,915
837,Bank Transfer,2025-02-17,906
838,Bank Transfer,2025-05-16,770
839,Bank Transfer,2022-10-17,210
840,PayPal,2023-12-02,348
841,Bank Transfer,2023-12-05,836
842,Credit Card,2023-07-31,957
843,PayPal,2022-09-12,701
844,Credit Card,2023-06-27,737
845,Bank Transfer,2023-08-28,981
846,Bank Transfer,2023-03-18,578
847,Bank Transfer,2024-05-10,357
848,Bank Transfer,2025-02-16,548
849,Bank Transfer,2024-08-09,369
850,Credit Card,2024-05-13,937
851,Bank Transfer,2024-09-30,143
852,PayPal,2025-05-04,93
853,PayPal,2022-07-18,842
854,PayPal,2022-12-14,18
855,PayPal,2024-11-25,908
856,PayPal,2023-03-18,620
857,Bank Transfer,2024-01-24,505
858,Bank Transfer,2025-01-01,856
859,Bank Transfer,2023-03-14,329
860,Bank Transfer,2023-01-13,56
861,PayPal,2022-12-19,568
862,PayPal,2022-11-14,955
863,Bank Transfer,2023-11-15,841
864,Bank Transfer,2025-01-26,726
865,PayPal,2024-07-03,556
866,Bank Transfer,2024-10-18,7
867,Bank Transfer,2024-04-16,125
868,PayPal,2023-07-25,344
869,Bank Transfer,2022-12-17,854
870,Bank Transfer,2023-02-14,409
871,PayPal,2023-06-24,972
872,PayPal,2024-03-11,796
873,Credit Card,2023-09-12,381
874,PayPal,2024-08-26,71
875,Bank Transfer,2024-06-21,852
876,Bank Transfer,2022-08-29,161
877,Credit Card,2023-02-27,483
878,Credit Card,2022-12-13,932
879,PayPal,2022-08-06,765
880,Credit Card,2024-10-07,999
881,Credit Card,2025-04-24,876
882,PayPal,2022-11-01,351
883,Credit Card,2024-05-30,815
884,Credit Card,2023-09-30,74
885,PayPal,2023-04-14,114
886,Credit Card,2024-11-25,181
887,Bank Transfer,2022-08-08,276
888,Credit Card,2023-09-30,742
889,Bank Transfer,2024-01-24,993
890,Credit Card,2024-07-02,611
891,PayPal,2023-10-20,317
892,Credit Card,2023-10-10,546
893,Credit Card,2024-05-19,634
894,Bank Transfer,2023-02-02,989
895,PayPal,2024-02-16,510
896,Bank Transfer,2022-07-20,433
897,Bank Transfer,2024-11-28,30
898,PayPal,2025-04-29,894
899,Credit Card,2024-02-22,305
900,Credit Card,2023-03-19,987
901,PayPal,2023-09-01,83
902,Credit Card,2024-03-16,590
903,Bank Transfer,2025-02-15,901
904,Bank Transfer,2022-08-22,335
905,Bank Transfer,2024-01-09,385
906,Bank Transfer,2023-12-04,116
907,Credit Card,2023-08-22,914
908,PayPal,2023-03-22,971
909,Bank Transfer,2024-04-19,395
910,Credit Card,2025-01-08,824
911,PayPal,2023-06-15,889
912,PayPal,2024-05-27,386
913,Credit Card,2025-01-29,159
914,PayPal,2024-03-02,826
915,Credit Card,2023-12-21,340
916,Bank Transfer,2023-03-09,960
917,Bank Transfer,2024-08-26,408
918,PayPal,2024-07-15,168
919,Credit Card,2023-02-15,542
920,PayPal,2024-12-22,478
921,Credit Card,2023-03-10,400
922,Bank Transfer,2024-09-26,167
923,Credit Card,2024-03-23,1
924,Credit Card,2023-10-19,333
925,PayPal,2023-04-24,252
926,PayPal,2023-12-17,226
927,PayPal,2025-05-03,882
928,Bank Transfer,2024-08-16,80
929,Credit Card,2025-04-26,119
930,Credit Card,2022-11-21,543
931,PayPal,2025-05-30,828
932,Credit Card,2023-03-25,553
933,PayPal,2023-02-08,849
934,PayPal,2025-04-04,561
935,Bank Transfer,2024-09-10,197
936,Bank Transfer,2024-07-19,57
937,Credit Card,2023-11-22,519
938,PayPal,2022-12-16,465
939,PayPal,2024-02-13,935
940,Bank Transfer,2023-04-20,497
941,Credit Card,2022-06-27,126
942,Credit Card,2023-07-16,618
943,Bank Transfer,2023-12-22,269
944,Bank Transfer,2023-05-21,539
945,PayPal,2023-04-15,353
946,Credit Card,2024-12-11,118
947,Credit Card,2023-12-11,356
948,PayPal,2025-01-31,140
949,Bank Transfer,2024-12-26,588
950,PayPal,2023-04-14,383
951,Bank Transfer,2022-07-11,421
952,Credit Card,2022-08-17,865
953,Bank Transfer,2024-12-01,361
954,Bank Transfer,2022-09-30,903
955,PayPal,2024-03-17,573
956,Bank Transfer,2024-03-05,743
957,Bank Transfer,2023-03-03,966
958,Bank Transfer,2025-02-01,55
959,PayPal,2022-09-16,122
960,PayPal,2024-08-05,208
961,PayPal,2024-03-12,412
962,Credit Card,2025-01-20,502
963,Bank Transfer,2025-04-18,605
964,Credit Card,2022-10-21,149
965,Bank Transfer,2025-04-02,565
966,Bank Transfer,2023-03-04,584
967,Bank Transfer,2023-08-02,696
968,Credit Card,2023-05-31,622
969,PayPal,2023-01-02,398
970,Credit Card,2022-10-28,215
971,Credit Card,2024-01-19,739
972,PayPal,2023-11-30,203
973,PayPal,2022-11-22,337
974,Credit Card,2025-02-18,829
975,Bank Transfer,2025-01-15,587
976,Credit Card,2024-02-28,905
977,PayPal,2025-06-09,879
978,Credit Card,2024-08-20,694
979,Bank Transfer,2024-12-17,152
980,Credit Card,2023-02-16,526
981,Bank Transfer,2022-08-10,668
982,PayPal,2024-03-21,523
983,Bank Transfer,2023-12-18,633
984,Credit Card,2024-05-02,458
985,PayPal,2024-05-07,569
986,Bank Transfer,2023-09-17,643
987,Credit Card,2024-03-02,950
988,Bank Transfer,2024-09-22,446
989,PayPal,2022-07-06,207
990,Bank Transfer,2025-02-25,392
991,PayPal,2025-01-28,759
992,Bank Transfer,2024-04-02,70
993,Bank Transfer,2024-01-10,986
994,Bank Transfer,2024-06-14,730
995,Bank Transfer,2025-03-16,924
996,Credit Card,2022-08-24,174
997,PayPal,2025-04-07,294
998,Credit Card,2022-07-10,825
999,Bank Transfer,2025-03-10,769
1000,Bank Transfer,2025-01-16,976
