order_id,order_date,product,client,total_price,expiration_date
612,2024-03-12,362,872,1797,2024-05-23
613,2022-08-01,722,625,944,2023-01-11
614,2023-01-02,121,126,2238,2023-08-16
615,2022-10-07,712,481,3154,2023-07-06
616,2023-11-17,978,174,3599,2023-12-26
617,2024-03-17,552,725,4503,2024-10-20
618,2024-09-02,699,517,1159,2025-08-18
619,2022-12-30,445,689,2241,2023-03-23
620,2023-09-23,139,896,3811,2023-12-16
621,2024-09-05,827,13,3156,2025-03-04
622,2024-10-03,303,997,2297,2024-12-19
623,2023-01-22,525,293,2710,2023-06-09
624,2025-01-26,176,693,1894,2025-03-02
625,2023-10-03,185,933,3774,2024-05-31
626,2025-02-03,301,486,1471,2025-12-09
627,2024-12-24,930,9,2367,2025-03-14
628,2023-02-16,675,246,3188,2023-09-26
629,2023-02-21,975,418,1561,2023-12-14
630,2022-10-13,883,625,429,2023-04-06
631,2025-01-28,305,755,2054,2025-10-03
632,2024-06-06,427,717,3377,2025-01-18
633,2022-06-14,535,587,2370,2022-12-14
634,2022-12-10,477,525,4958,2023-04-11
635,2022-11-28,452,91,1167,2023-01-14
636,2025-02-12,847,810,3193,2026-01-31
637,2023-06-30,551,661,328,2023-12-21
638,2023-02-23,523,975,4850,2023-06-03
639,2024-09-28,668,905,2355,2025-04-02
640,2022-12-27,481,248,3213,2023-10-19
641,2024-06-13,549,387,4856,2024-08-11
642,2023-03-31,359,710,152,2023-09-19
643,2024-01-19,785,884,2106,2024-06-01
644,2022-06-02,922,224,2720,2022-12-23
645,2022-06-05,792,363,4627,2022-12-27
646,2022-11-17,586,46,4899,2023-07-16
647,2023-07-03,606,625,3761,2024-01-09
648,2025-02-04,405,120,935,2025-03-16
649,2022-11-12,210,651,2263,2023-01-04
650,2022-05-09,587,558,3335,2023-04-01
651,2024-03-05,473,358,2957,2024-12-04
652,2024-10-03,914,989,4186,2025-09-28
653,2022-09-18,180,619,3209,2023-03-30
654,2024-08-24,390,58,1818,2024-12-15
655,2023-03-13,835,227,1891,2023-05-17
656,2022-05-18,61,38,2750,2022-10-09
657,2023-04-04,989,129,4678,2023-12-07
658,2022-06-14,723,146,2337,2022-11-20
659,2023-01-25,690,161,3909,2023-09-29
660,2023-07-08,262,192,3504,2024-03-06
661,2023-03-05,171,145,3093,2023-07-16
662,2024-06-24,290,802,379,2024-09-23
663,2023-02-24,973,479,1691,2023-05-25
664,2024-04-30,752,478,866,2024-08-26
665,2023-05-25,967,731,1110,2023-07-10
666,2025-01-28,972,375,3920,2025-10-03
667,2023-05-30,822,369,849,2024-04-18
668,2022-09-04,172,406,2960,2023-04-12
669,2023-04-03,571,526,224,2023-09-12
670,2022-04-30,172,635,2960,2023-01-16
671,2024-08-15,705,408,3733,2025-02-14
672,2023-02-11,226,576,1112,2023-10-27
673,2024-06-25,455,400,4450,2025-06-15
674,2023-04-11,213,980,2731,2024-02-03
675,2024-02-19,396,753,1815,2024-12-24
676,2024-12-05,332,8,705,2025-04-04
677,2025-03-21,864,740,3922,2025-11-19
678,2024-07-17,591,977,447,2025-05-25
679,2022-07-19,719,531,4524,2023-01-19
680,2023-06-21,539,280,846,2024-04-12
681,2024-08-25,479,309,1439,2025-07-09
682,2025-02-11,10,510,1521,2026-01-11
683,2022-07-27,286,846,2482,2023-07-09
684,2023-06-29,65,826,2296,2024-01-07
685,2022-04-30,643,539,1285,2022-09-25
686,2025-03-09,35,358,1833,2025-04-29
687,2024-04-20,14,931,904,2025-01-21
688,2023-09-05,522,79,2596,2024-09-04
689,2022-12-14,571,638,224,2023-03-04
690,2024-03-30,859,746,3534,2024-09-04
691,2022-08-03,540,204,137,2023-06-05
692,2022-10-23,508,514,2746,2023-04-04
693,2023-02-10,42,983,1607,2023-06-09
694,2024-10-23,195,456,202,2025-04-22
695,2023-09-20,820,270,3184,2024-05-21
696,2024-09-12,830,229,4588,2025-08-17
697,2023-05-01,713,708,974,2023-06-14
698,2024-09-29,532,157,1654,2025-06-30
699,2024-01-05,753,929,1110,2024-09-29
700,2023-03-26,772,160,706,2023-12-29
701,2024-02-07,829,966,530,2024-05-22
702,2024-05-27,374,785,3132,2024-10-12
703,2022-08-07,241,874,1853,2023-07-09
704,2022-12-25,189,491,1774,2023-10-05
705,2024-01-16,902,51,1719,2024-09-20
706,2024-03-05,866,208,1014,2024-05-02
707,2024-10-19,590,339,883,2025-06-27
708,2024-04-13,209,559,3544,2025-01-16
709,2022-10-27,173,165,323,2023-06-21
710,2023-12-12,612,939,874,2024-05-13
711,2022-05-11,656,584,133,2023-01-02
712,2024-04-05,259,911,638,2024-08-04
713,2025-03-01,81,272,4837,2025-10-27
714,2025-04-03,392,283,3168,2025-10-14
715,2024-07-13,362,2,1797,2025-03-05
716,2022-11-21,845,527,4011,2022-12-26
717,2023-07-19,598,857,3437,2024-06-30
718,2023-10-26,515,698,730,2024-01-10
719,2024-02-15,170,418,2837,2025-01-16
720,2024-03-18,919,301,4341,2024-07-20
721,2023-05-20,985,212,3113,2023-07-18
722,2024-08-05,2,334,2268,2025-02-28
723,2024-02-12,579,937,3640,2025-01-10
724,2025-02-06,542,512,827,2025-05-22
725,2023-06-11,563,844,2749,2024-05-22
726,2023-05-21,12,647,1781,2024-03-25
727,2023-07-11,729,229,1511,2024-06-12
728,2023-11-23,215,633,1614,2024-08-05
729,2024-02-07,988,43,1299,2024-07-29
730,2024-11-13,622,931,4161,2025-10-13
731,2023-03-07,413,239,1742,2023-10-11
732,2022-06-15,654,67,3784,2023-01-25
733,2022-05-01,206,86,1484,2022-12-17
734,2024-11-11,62,29,4294,2024-12-12
735,2022-08-14,102,396,4611,2022-10-17
736,2024-08-10,201,605,1287,2025-03-14
737,2023-06-18,920,396,3933,2024-03-23
738,2023-05-09,719,119,4524,2023-11-14
739,2024-08-24,147,694,1831,2024-12-24
740,2023-04-06,253,494,3312,2024-03-28
741,2024-07-09,122,940,3784,2024-12-01
742,2025-02-10,542,707,827,2025-04-13
743,2024-06-27,793,798,2269,2024-10-02
744,2024-01-17,350,728,2373,2024-05-15
745,2025-04-07,510,846,4223,2025-12-05
746,2024-01-22,962,933,153,2024-05-31
747,2024-07-22,921,68,4564,2025-01-21
748,2024-12-11,927,594,793,2025-08-01
749,2024-11-17,78,831,2070,2025-01-28
750,2024-09-05,957,701,3186,2025-03-06
751,2024-01-06,995,553,1109,2024-07-13
752,2024-09-11,87,400,3834,2025-05-11
753,2024-10-10,196,573,1174,2024-12-18
754,2024-05-25,624,250,1739,2024-09-16
755,2022-06-26,464,399,1827,2022-07-26
756,2024-01-18,76,537,587,2024-10-28
757,2022-12-11,294,201,2788,2023-11-08
758,2024-08-27,765,220,1194,2025-07-10
759,2022-05-20,415,1,4988,2022-09-30
760,2022-12-14,906,459,2673,2023-10-22
761,2023-11-13,890,706,3341,2023-12-19
762,2022-04-19,138,542,1576,2022-06-14
763,2025-01-12,703,627,348,2025-09-19
764,2024-09-30,977,336,4469,2025-07-28
765,2022-11-24,225,61,3095,2023-04-07
766,2025-01-05,285,507,428,2025-04-08
767,2023-10-15,859,760,3534,2024-06-23
768,2024-12-21,203,843,4197,2025-10-31
769,2024-03-11,942,753,158,2024-07-19
770,2024-05-06,469,956,2151,2024-08-15
771,2024-03-03,77,928,490,2024-10-18
772,2024-09-22,951,381,3905,2024-12-09
773,2024-07-13,805,582,420,2025-06-21
774,2022-12-24,64,597,4116,2023-10-20
775,2024-12-23,664,349,1646,2025-09-30
776,2024-11-25,43,510,4400,2025-08-12
777,2022-08-17,764,624,2747,2022-10-30
778,2024-10-22,801,930,399,2025-04-21
779,2023-01-03,911,793,4994,2023-09-12
780,2022-08-30,81,229,4837,2023-03-13
781,2024-12-06,222,522,1611,2025-10-09
782,2024-04-02,927,359,793,2024-06-01
783,2023-04-20,931,270,314,2023-06-05
784,2022-07-13,243,827,4311,2022-11-02
785,2022-09-13,191,206,4587,2023-08-12
786,2023-10-23,567,521,1338,2024-04-22
787,2023-12-09,538,841,2762,2024-09-23
788,2024-10-02,618,955,3933,2024-12-13
789,2023-08-08,908,900,119,2024-05-24
790,2023-09-11,229,743,3819,2024-02-01
791,2025-03-23,474,336,4979,2026-02-10
792,2023-10-12,364,543,473,2024-02-27
793,2024-01-27,602,536,658,2025-01-23
794,2024-06-20,805,795,420,2024-07-21
795,2025-03-22,434,857,682,2025-09-26
796,2024-09-02,902,32,1719,2025-01-31
797,2023-09-02,213,562,2731,2024-06-10
798,2025-03-21,986,79,178,2025-12-26
799,2025-03-06,48,750,4079,2025-08-27
800,2023-09-22,704,854,1652,2024-07-28
801,2023-07-03,631,433,2487,2024-01-02
802,2024-07-06,336,742,482,2025-06-15
803,2022-11-04,170,150,2837,2023-04-09
804,2024-04-08,487,21,1349,2024-08-03
805,2024-12-18,163,33,3880,2025-09-25
806,2023-02-24,699,554,1159,2023-12-28
807,2024-07-27,35,654,1833,2025-05-07
808,2024-06-29,812,589,3272,2024-11-21
809,2025-02-14,472,745,3369,2025-11-13
810,2024-04-26,896,718,1498,2024-05-29
811,2024-11-09,46,213,1590,2025-04-25
812,2024-08-18,860,363,2175,2025-04-08
813,2024-07-20,481,484,3213,2025-06-29
814,2023-10-19,656,576,133,2024-04-21
815,2023-09-26,862,526,2785,2024-01-31
816,2022-10-09,740,630,3182,2023-10-04
817,2023-06-05,517,863,4342,2023-12-20
818,2025-01-26,555,940,4951,2025-07-05
819,2022-07-08,766,312,4542,2022-12-22
820,2023-11-10,321,807,1232,2023-12-30
821,2025-02-21,142,652,4368,2025-04-30
822,2023-05-06,55,427,4534,2024-04-13
823,2022-06-05,546,382,4935,2023-03-06
824,2024-04-11,1000,881,2131,2024-07-21
825,2023-06-14,409,711,3183,2024-01-05
826,2024-05-22,867,147,2815,2024-08-28
827,2022-11-06,475,52,919,2023-04-25
828,2024-03-25,82,622,4992,2025-03-16
829,2023-01-29,217,306,2197,2023-10-05
830,2023-11-19,619,440,1814,2024-02-27
831,2024-04-16,954,271,3857,2024-08-19
832,2024-08-25,23,637,4340,2025-01-11
833,2024-08-31,8,764,2874,2025-01-31
834,2023-03-31,826,657,3371,2023-04-30
835,2025-04-12,271,118,4524,2025-10-18
836,2024-05-22,369,969,4295,2025-02-11
837,2024-04-03,436,178,1348,2024-07-13
838,2024-03-04,865,234,3573,2024-08-08
839,2023-02-20,683,980,3280,2023-04-19
840,2023-11-14,811,593,4370,2024-08-04
841,2023-03-27,2,746,2268,2023-07-02
842,2022-05-16,776,858,4809,2023-01-06
843,2023-12-20,962,531,153,2024-03-06
844,2022-08-10,232,210,3535,2022-10-07
845,2023-11-17,530,122,4789,2024-01-02
846,2024-06-19,679,239,4941,2024-09-26
847,2024-11-23,992,581,3485,2025-02-09
848,2024-08-31,915,995,1494,2025-07-29
849,2022-07-07,564,848,1683,2023-01-31
850,2025-02-25,78,203,2070,2026-01-06
851,2025-01-09,318,104,2050,2025-02-19
852,2024-11-21,515,93,730,2025-01-21
853,2022-10-07,987,97,1373,2023-02-23
854,2024-07-10,755,622,3686,2025-04-15
855,2022-07-14,465,834,4889,2022-09-05
856,2025-02-23,585,15,463,2025-04-14
857,2023-07-17,440,722,4429,2024-04-03
858,2024-09-16,12,46,1781,2024-11-07
859,2023-10-15,30,734,1300,2023-12-01
860,2024-10-06,388,154,1036,2024-12-05
861,2022-10-20,582,429,2672,2023-01-29
862,2022-08-18,218,189,2122,2023-05-26
863,2022-10-28,797,360,2318,2023-10-03
864,2022-10-29,450,566,4074,2023-04-29
865,2023-08-29,538,471,2762,2024-05-23
866,2022-12-24,431,285,4329,2023-12-09
867,2023-02-27,215,193,1614,2024-02-24
868,2023-04-12,938,816,2639,2023-05-31
869,2024-07-10,625,783,1127,2025-02-16
870,2025-04-13,796,475,1110,2025-06-03
871,2024-12-18,572,76,2804,2025-09-25
872,2024-07-17,84,254,3560,2024-11-02
873,2022-12-02,750,285,2713,2023-08-06
874,2024-11-18,600,935,1043,2025-01-16
875,2023-12-08,546,972,4935,2024-04-03
876,2023-07-26,750,534,2713,2023-09-03
877,2024-07-23,839,344,282,2025-07-13
878,2023-12-25,525,524,2710,2024-08-17
879,2025-02-07,749,124,2895,2026-01-28
880,2022-07-21,870,285,629,2023-07-01
881,2024-12-04,453,751,614,2025-07-02
882,2022-12-21,687,983,1908,2023-08-08
883,2023-02-07,616,47,3011,2024-02-04
884,2025-03-17,571,560,224,2025-05-08
885,2024-08-04,675,828,3188,2024-09-06
886,2025-04-07,282,721,2265,2025-11-30
887,2024-04-13,516,270,2942,2024-05-22
888,2022-04-30,816,400,572,2022-11-19
889,2024-09-25,910,298,2218,2025-06-23
890,2023-05-19,527,202,709,2023-12-16
891,2023-11-05,956,508,4061,2023-12-27
892,2023-01-08,338,278,2774,2023-12-12
893,2024-03-20,539,910,846,2024-05-25
894,2022-12-25,844,494,4123,2023-08-05
895,2023-01-09,261,329,1903,2023-03-14
896,2022-08-17,688,10,3397,2023-05-06
897,2023-08-16,115,363,2272,2023-12-05
898,2023-10-05,702,470,3006,2024-06-15
899,2023-01-24,134,109,3313,2023-06-20
900,2022-09-29,59,991,1691,2023-06-02
901,2023-11-24,199,748,4194,2024-01-16
902,2023-11-22,351,955,4509,2024-09-12
903,2024-10-31,773,86,4236,2024-12-28
904,2023-01-04,778,920,3707,2023-11-14
905,2023-11-18,1,98,1962,2024-10-09
906,2024-11-27,994,154,2708,2025-11-25
907,2024-03-26,563,953,2749,2024-09-02
908,2023-09-07,604,212,1029,2024-07-01
909,2024-11-26,654,940,3784,2025-03-02
910,2024-08-05,376,231,1277,2025-02-25
911,2023-04-23,252,755,442,2023-07-07
912,2024-11-16,52,392,2593,2025-10-20
913,2023-12-20,218,992,2122,2024-09-09
914,2023-02-20,164,716,947,2023-12-04
915,2025-01-22,603,748,2586,2025-07-19
916,2024-10-04,277,65,2210,2025-06-01
917,2024-12-14,17,522,1606,2025-03-04
918,2024-08-07,925,581,1489,2025-04-14
919,2023-07-10,131,564,254,2023-08-14
920,2024-10-20,364,459,473,2025-05-04
921,2022-06-23,991,750,2194,2022-11-21
922,2024-04-22,772,408,706,2024-10-09
923,2024-04-17,716,284,312,2025-03-04
924,2023-05-11,642,697,4443,2023-10-25
925,2023-06-21,299,750,2442,2023-11-18
926,2022-08-21,26,344,1495,2022-12-12
927,2023-02-13,41,123,3051,2023-09-26
928,2023-08-19,22,1000,4595,2024-05-11
929,2025-03-18,109,164,3417,2025-08-13
930,2024-03-15,701,311,2796,2024-09-11
931,2022-09-23,841,80,1945,2023-04-24
932,2023-03-05,14,858,904,2023-12-18
933,2022-06-25,61,791,2750,2023-05-01
934,2022-11-07,34,983,2235,2022-12-13
935,2024-11-05,673,324,4073,2025-02-17
936,2025-01-30,910,698,2218,2026-01-20
937,2024-04-28,351,332,4509,2025-04-25
938,2023-09-06,935,814,4612,2024-04-17
939,2024-05-10,137,104,3619,2024-12-19
940,2023-09-16,856,314,4725,2023-10-28
941,2022-07-15,926,675,121,2022-12-31
942,2024-02-28,666,390,884,2024-04-22
943,2024-07-04,728,930,425,2024-11-02
944,2023-04-01,949,672,4547,2023-11-15
945,2024-04-30,304,57,316,2025-01-14
946,2024-10-01,754,906,1200,2025-03-24
947,2023-04-06,969,895,3465,2023-08-08
948,2023-12-01,8,933,2874,2024-01-19
949,2024-11-15,120,394,2841,2025-01-10
950,2023-11-19,841,235,1945,2024-06-03
951,2024-02-09,246,794,1008,2024-06-08
952,2023-10-03,449,761,1779,2024-09-20
953,2024-06-19,406,432,3244,2024-08-04
954,2025-02-03,622,385,4161,2026-01-23
955,2022-09-27,530,359,4789,2023-03-06
956,2023-04-13,111,412,4629,2023-12-20
957,2022-12-13,496,49,2908,2023-06-10
958,2023-10-31,353,752,4521,2024-08-31
959,2023-03-22,928,994,1231,2023-09-08
960,2024-07-02,251,301,3517,2025-04-02
961,2023-06-14,441,675,919,2023-09-30
962,2022-12-29,824,440,1902,2023-05-07
963,2024-07-24,348,593,3510,2024-09-21
964,2024-09-17,540,159,137,2024-12-11
965,2023-04-14,202,498,814,2023-10-22
966,2025-01-01,279,853,4812,2025-05-20
967,2023-05-06,56,856,2989,2023-12-31
968,2023-08-30,169,884,3657,2024-05-29
969,2024-12-21,55,645,4534,2025-04-16
970,2023-11-20,553,243,1852,2024-11-08
971,2023-07-04,220,918,1239,2024-07-02
972,2023-09-11,860,786,2175,2024-06-20
973,2023-12-15,121,200,2238,2024-07-20
974,2023-02-18,491,408,1136,2023-06-30
975,2022-10-02,101,299,2354,2023-09-01
976,2024-11-03,140,860,4376,2025-02-05
977,2022-11-10,643,830,1285,2023-05-26
978,2023-09-28,536,214,2173,2024-01-05
979,2024-02-22,861,671,4206,2024-11-25
980,2022-12-29,339,995,1519,2023-12-17
981,2024-10-10,644,87,4416,2025-04-18
982,2024-12-16,642,697,4443,2025-04-29
983,2023-05-01,143,631,2581,2023-07-31
984,2022-12-16,353,804,4521,2023-03-05
985,2025-01-01,519,576,1018,2025-10-20
986,2023-08-23,640,933,4084,2023-10-11
987,2023-12-19,18,570,4277,2024-01-24
988,2023-05-23,768,175,2120,2024-02-23
989,2023-03-04,54,95,2260,2023-05-01
990,2024-06-21,543,709,910,2024-11-08
991,2024-08-21,803,148,3182,2025-03-02
992,2023-02-08,605,953,776,2023-08-18
993,2024-02-22,217,61,2197,2025-01-12
994,2022-11-05,62,284,4294,2023-04-17
995,2025-02-01,619,892,1814,2025-04-13
996,2024-11-04,483,710,3091,2025-06-22
997,2023-01-21,283,703,518,2023-08-12
998,2024-06-14,248,818,2724,2025-04-29
999,2024-04-01,506,142,156,2024-11-29
1000,2023-03-21,336,43,482,2023-07-17
